system,frame_index,vdwaals_kcal_mol,eel_kcal_mol,egb_kcal_mol,esurf_kcal_mol,delta_g_gas_kcal_mol,delta_g_solv_kcal_mol,delta_total_kcal_mol
MERS,48,-40.244999999999976,-3.7960999999993135,12.137800000000299,-4.507122960000009,-44.041099999998835,7.63067704000019,-36.410422959997966
MERS,49,-45.105500000000006,-3.7866999999991506,12.559300000000434,-4.55674320000001,-48.89219999999892,8.002556800000423,-40.889643199997366
MERS,50,-43.138700000000114,-0.247600000000606,11.375800000000211,-4.575191039999994,-43.386300000001626,6.800608960000247,-36.585691040001606
MERS,51,-42.412000000000106,-1.0059999999996094,10.554199999999996,-4.3470244800000035,-43.41800000000108,6.207175520000035,-37.210824480000134
MERS,52,-47.011899999999976,-5.600799999998937,16.73919999999987,-4.734245520000003,-52.612699999997545,12.004954479999881,-40.60774551999948
MERS,53,-46.33650000000006,-1.6312000000006535,14.017199999999935,-4.997293199999998,-47.96770000000049,9.019906799999937,-38.947793200000326
MERS,54,-37.75109999999996,-0.6337000000004664,8.410400000000205,-3.7335866399999986,-38.38480000000179,4.676813360000278,-33.70798664000219
MERS,55,-40.96889999999993,-1.9757000000011367,10.378799999999876,-4.3262287199999925,-42.94460000000106,6.052571279999869,-36.89202871999892
MERS,56,-40.476599999999955,-1.3415000000007673,8.779799999999998,-3.9034526400000042,-41.818100000001174,4.876347359999951,-36.94175264000008
MERS,57,-39.43850000000013,-3.4844999999993647,11.16590000000004,-4.249200960000002,-42.92299999999881,6.916699040000093,-36.00630095999622
MERS,58,-37.39780000000003,-1.4891000000004162,9.988199999999921,-4.36606272,-38.886900000002036,5.622137279999935,-33.26476271999892
MERS,59,-43.0834000000001,-8.862700000000007,17.412299999999753,-4.3939648799999915,-51.94609999999987,13.018335119999648,-38.92776487999977
MERS,60,-36.898799999999916,1.043200000000482,7.0064999999998445,-4.1384649599999905,-35.85559999999784,2.8680350399998247,-32.98756495999779
MERS,61,-40.56429999999999,-5.9083000000008035,14.150200000000167,-4.614968879999986,-46.47260000000057,9.535231120000166,-36.93736888000131
MERS,62,-34.666200000000075,-4.052299999999402,11.195700000000125,-4.35206952,-38.71849999999971,6.843630480000183,-31.874869520000203
MERS,63,-40.526199999999996,-2.2452999999998653,11.845699999999995,-4.3708586400000105,-42.77149999999986,7.474841360000127,-35.29665863999928
MERS,64,-42.329399999999914,-0.7906999999994753,11.067999999999909,-4.602286079999996,-43.12009999999984,6.465713919999956,-36.65438608000216
MERS,65,-44.5352,-3.6994999999995137,12.784700000000031,-4.709935440000024,-48.23469999999952,8.074764560000036,-40.159935439999714
MERS,66,-33.952499999999965,1.3640999999997447,6.246299999999673,-3.8168445600000065,-32.588400000000675,2.4294554399997654,-30.158944559997273
MERS,67,-46.43319999999994,-6.8976999999994035,16.31729999999984,-4.7491358399999966,-53.33089999999912,11.568164159999927,-41.76273583999623
MERS,68,-40.9288000000001,-3.240599999999681,12.553499999999897,-4.535660879999991,-44.16940000000092,8.017839119999977,-36.151560880001625
MERS,69,-43.47300000000017,-5.009799999999984,13.70039999999998,-4.402825919999994,-48.48280000000129,9.297574079999972,-39.18522591999814
MERS,70,-45.96079999999994,-5.379899999999193,14.630600000000113,-4.527145440000007,-51.340700000000496,10.10345456000012,-41.237245439999235
MERS,71,-42.949699999999936,-5.068499999999268,14.452599999999713,-4.590595439999987,-48.0181999999992,9.862004559999669,-38.156195440000445
MERS,72,-39.36469999999981,-5.136300000001416,14.257800000000282,-4.6128880800000065,-44.50100000000077,9.644911920000332,-34.85608808000112
MERS,73,-42.571699999999964,-6.0474999999991965,14.370000000000122,-4.499718479999991,-48.61919999999961,9.870281519999988,-38.748918479997805
MERS,74,-41.30809999999998,-5.868499999999141,13.181500000000009,-4.464350639999999,-47.176599999998444,8.717149359999853,-38.45945064000359
MERS,75,-41.10740000000006,-3.9089000000001732,11.782100000000014,-4.295806559999999,-45.01629999999955,7.486293440000114,-37.5300065600008
MERS,76,-43.69120000000003,-7.76610000000138,15.68959999999999,-4.523958720000002,-51.4573000000005,11.165641280000074,-40.29165871999975
MERS,77,-44.56550000000004,-3.579700000000315,14.836900000000016,-4.292640719999999,-48.145200000000585,10.544259279999988,-37.600940720002875
MERS,78,-40.08789999999999,-6.416499999999893,15.04739999999994,-4.426674480000008,-46.50440000000011,10.620725519999946,-35.883674480001986
MERS,79,-42.01309999999987,-6.006000000000839,14.356300000000054,-4.47896519999999,-48.01910000000094,9.877334799999907,-38.14176520000103
MERS,80,-40.4246,-4.879700000001357,13.621900000000016,-4.373630639999998,-45.30430000000091,9.248269359999947,-36.05603064000255
MERS,81,-41.42009999999993,-5.476000000000116,14.09270000000011,-4.477096800000006,-46.89610000000141,9.615603200000091,-37.28049680000154
MERS,82,-38.907199999999804,-7.067699999999867,15.334800000000005,-4.429871279999995,-45.97490000000012,10.904928719999967,-35.069971279999244
MERS,83,-39.84860000000009,-2.367200000001503,11.357500000000044,-4.2860124000000015,-42.21580000000341,7.0714875999999585,-35.14431240000005
MERS,84,-37.951799999999864,-1.4217000000001292,12.053500000000017,-4.508477279999996,-39.3735000000009,7.545022719999837,-31.82847728000175
MERS,85,-43.389100000000184,-7.594600000000348,15.48810000000007,-4.701407760000004,-50.98370000000213,10.786692240000123,-40.197007759999046
MERS,86,-38.16809999999978,-2.4454000000017793,11.015000000000141,-4.502898719999995,-40.6135000000027,6.512101280000273,-34.101398720004475
MERS,87,-43.95639999999987,-7.408900000000301,17.698699999999853,-4.573403279999997,-51.36529999999972,13.12529671999974,-38.24000327999861
MERS,88,-38.113800000000005,2.412500000000975,5.624199999999924,-4.014024479999998,-35.7012999999988,1.6101755199998689,-34.09112447999757
MERS,89,-41.87149999999987,0.24410000000017362,8.827200000000037,-4.6131501599999964,-41.62739999999833,4.214049840000268,-37.41335016000216
MERS,90,-37.71800000000001,-3.0998999999992343,10.496899999999888,-4.153226400000002,-40.81789999999993,6.343673599999729,-34.47422640000247
MERS,91,-42.39240000000006,-5.294899999999828,13.37190000000011,-4.663828079999989,-47.68729999999875,8.708071920000021,-38.979228079997135
MERS,92,-38.97630000000001,-2.2856999999994727,10.654999999999902,-4.342845600000004,-41.262000000000164,6.312154399999969,-34.949845599998376
MERS,93,-38.74670000000015,-7.7259000000002125,16.260400000000327,-4.533351120000003,-46.472600000001506,11.727048880000268,-34.74555111999942
MERS,94,-40.037200000000105,-1.33449999999916,9.830399999999916,-4.307811839999996,-41.37169999999881,5.522588159999948,-35.84911183999749
MERS,95,-41.94520000000007,-0.9446999999990773,11.725500000000167,-4.538431440000008,-42.88989999999869,7.187068560000331,-35.702831439998135
MERS,96,-42.28449999999989,-4.484000000000666,13.675800000000148,-4.69074240000001,-46.768499999999875,8.985057600000152,-37.78344239999904
MERS,97,-39.57599999999992,-3.084700000000968,11.237800000000275,-4.596225840000017,-42.66070000000157,6.641574160000287,-36.01912584000674
MERS,98,-42.92280000000004,-4.3073999999989,13.557700000000114,-4.689917280000003,-47.23019999999893,8.867782720000069,-38.36241727999705
MERS,99,-39.11139999999996,-4.696099999998957,13.176000000000027,-4.818747599999988,-43.807499999996196,8.357252400000181,-35.450247599996466
SARS1,0,-22.767799999999998,-2.4734999999996425,8.017600000000051,-2.703941279999992,-25.24129999999964,5.313658720000053,-19.927641279999364
SARS1,1,-23.472499999999943,-2.797300000001016,7.494599999999879,-2.4621609599999994,-26.269800000001414,5.032439039999794,-21.237360960003663
SARS1,2,-30.18419999999989,-1.930199999999946,7.77350000000005,-2.9062663200000016,-32.11439999999983,4.867233680000041,-27.247166319997746
SARS1,3,-19.648700000000005,-4.055500000000411,8.138800000000112,-2.2654425599999968,-23.704199999999965,5.87335744000003,-17.830842559999027
SARS1,4,-21.123200000000097,-0.7092999999989829,5.236100000000004,-2.346961679999997,-21.832500000000444,2.8891383200000575,-18.943361680000848
SARS1,5,-24.89400000000003,0.5121000000009843,5.4140000000000175,-2.6042615999999947,-24.381899999999273,2.8097384000001924,-21.572161599999532
SARS1,6,-31.77800000000002,-4.573100000000043,11.428599999999806,-3.060595440000002,-36.35109999999983,8.368004559999761,-27.983095440001208
SARS1,7,-31.415499999999902,-2.4213999999999523,10.032900000000037,-3.143418479999996,-33.83689999999963,6.88948152000002,-26.947418480000515
SARS1,8,-25.795200000000023,1.3972000000012095,6.562299999999956,-2.6618817600000044,-24.397999999998355,3.900418239999773,-20.49758175999881
SARS1,9,-27.228500000000018,-0.8742999999985628,8.006399999999907,-2.8075644000000004,-28.102799999997444,5.198835600000006,-22.903964399996525
SARS1,10,-23.843100000000007,-1.6462999999986643,7.307300000000058,-2.335132079999999,-25.489399999998902,4.972167920000144,-20.517232079999438
SARS1,11,-31.92939999999998,-4.821200000000264,12.279600000000007,-3.206110320000002,-36.75060000000002,9.073489679999913,-27.67711032000033
SARS1,12,-35.012699999999924,-5.749499999999927,14.109900000000087,-3.387498480000007,-40.762199999999396,10.72240152000008,-30.03979847999772
SARS1,13,-32.262299999999975,-5.564999999999614,14.622600000000146,-3.053752560000006,-37.82730000000027,11.56884744000009,-26.258452559999952
SARS1,14,-30.12690000000002,-4.595800000001002,12.797799999999917,-3.0144261599999984,-34.72270000000057,9.783373839999804,-24.939326160000533
SARS1,15,-31.10820000000001,-4.0610999999998825,10.856299999999978,-3.172182479999997,-35.16930000000012,7.6841175199999245,-27.485182480000653
SARS1,16,-29.08089999999998,-4.209600000000009,11.618300000000009,-2.940358319999998,-33.29049999999976,8.677941679999918,-24.612558319999607
SARS1,17,-31.418899999999965,-3.921699999999287,11.551999999999992,-2.9800807199999984,-35.34059999999971,8.571919279999902,-26.768680719998216
SARS1,18,-29.36349999999984,-3.1604999999996615,10.528500000000044,-3.1210408799999962,-32.52400000000087,7.4074591199999205,-25.116540879999576
SARS1,19,-30.223400000000076,-6.591800000000674,13.524299999999833,-3.0683440799999975,-36.81520000000098,10.45595591999985,-26.359244080001126
SARS1,20,-32.58440000000007,-5.667599999999879,14.323000000000103,-3.149970479999997,-38.25199999999859,11.173029520000277,-27.07897047999876
SARS1,21,-30.664999999999807,-2.7657000000001943,11.588300000000022,-3.085741439999989,-33.43069999999909,8.502558560000061,-24.928141439997447
SARS1,22,-33.26570000000003,-5.929999999999993,13.284099999999999,-3.1511620800000038,-39.195699999999796,10.132937920000122,-29.062762079998308
SARS1,23,-32.25999999999994,-3.8873000000004865,12.00369999999998,-3.0212438400000066,-36.147299999998836,8.982456159999952,-27.16484383999797
SARS1,24,-32.41930000000009,-6.909200000000357,14.252000000000047,-3.2117306400000123,-39.32850000000068,11.040269359999964,-28.288230639999355
SARS1,25,-33.177099999999925,-6.564599999999885,13.824500000000011,-3.198049919999986,-39.741699999999355,10.626450080000053,-29.115249919999755
SARS1,26,-32.42130000000018,-3.833299999999827,12.333800000000181,-3.160334160000006,-36.25460000000069,9.17346584000014,-27.081134160000097
SARS1,27,-31.525999999999932,-4.759799999999338,13.87130000000001,-3.467864159999994,-36.28579999999859,10.403435840000116,-25.88236416000052
SARS1,28,-32.35349999999982,-2.6555999999995024,10.634899999999963,-3.068948880000004,-35.00910000000023,7.565951120000101,-27.443148880000138
SARS1,29,-29.11199999999994,-7.123000000000754,15.412400000000092,-3.1267936799999885,-36.23500000000024,12.285606320000289,-23.94939368000223
SARS1,30,-29.260900000000014,-4.3572000000010505,13.163900000000208,-2.9570831999999903,-33.618100000001974,10.206816800000075,-23.411283200000305
SARS1,31,-30.099800000000037,-6.03729999999981,14.075700000000019,-3.29370984,-36.137099999999165,10.781990160000062,-25.35510984000024
SARS1,32,-30.908899999999885,-2.27290000000108,10.354399999999961,-3.2584708800000035,-33.18180000000028,7.095929120000008,-26.085870880000506
SARS1,33,-34.2331999999999,-4.842599999998701,12.959000000000083,-3.261451679999997,-39.07579999999905,9.69754831999993,-29.37825167999776
SARS1,34,-33.34000000000005,-5.584899999998601,13.241499999999906,-3.0295339200000004,-38.924899999999106,10.211966079999963,-28.712933919999593
SARS1,35,-31.83700000000003,-6.364999999999984,13.726300000000094,-3.201564240000004,-38.201999999998876,10.52473576000002,-27.677264240000675
SARS1,36,-33.386799999999916,-2.2789000000006503,11.964200000000101,-3.468345839999998,-35.66570000000057,8.495854160000054,-27.169845840000285
SARS1,37,-25.38109999999984,-1.4059000000001909,8.548200000000055,-2.851490879999988,-26.787000000000717,5.696709120000145,-21.090290880000346
SARS1,38,-32.01850000000004,-5.733600000001189,13.152200000000077,-3.068088480000006,-37.752100000000546,10.084111520000022,-27.667988479999387
SARS1,39,-28.325799999999813,-3.2835999999989873,11.503300000000115,-2.889740159999998,-31.609399999999255,8.613559840000097,-22.995840159999155
SARS1,40,-33.411999999999814,-7.948799999999402,15.365000000000032,-3.194901359999997,-41.3607999999999,12.170098640000013,-29.19070136000102
SARS1,41,-29.246499999999973,-3.0976999999993318,10.105699999999924,-2.7743616000000024,-32.344199999999304,7.331338400000057,-25.012861599998786
SARS1,42,-33.4722,-5.287799999999056,13.985899999999987,-3.216555359999998,-38.7599999999986,10.769344640000138,-27.990655359997554
SARS1,43,-31.400400000000023,-5.003299999999818,13.038100000000087,-2.9607055200000003,-36.403699999999844,10.077394480000116,-26.32630552000063
SARS1,44,-33.342000000000006,-0.2523000000001119,9.292599999999936,-3.245467679999995,-33.59430000000057,6.047132320000012,-27.54716768000079
SARS1,45,-27.137999999999817,-3.444600000000385,10.925699999999892,-2.6918344800000145,-30.58260000000043,8.233865519999977,-22.348734480001127
SARS1,46,-36.052400000000034,-3.576299999999538,12.884400000000092,-3.313389599999998,-39.628699999999114,9.571010400000237,-30.0576895999982
SARS1,47,-26.178099999999812,-8.752600000000289,14.609899999999849,-2.928851280000003,-34.930699999999646,11.681048720000023,-23.24965128000008
SARS1,48,-32.484300000000125,-3.5940000000002605,11.942000000000123,-3.368931839999995,-36.078300000001065,8.57306816000017,-27.505231840001805
SARS1,49,-32.77070000000008,-5.385999999999836,12.419199999999975,-3.2003668800000034,-38.15669999999947,9.218833119999772,-28.937866879997877
SARS1,50,-32.590999999999916,-4.625200000001357,12.237099999999934,-3.177349200000001,-37.216200000001045,9.05975079999989,-28.156449200000473
SARS1,51,-29.065299999999876,-0.8431000000013178,9.068600000000078,-3.0849307200000067,-29.908400000002104,5.983669280000129,-23.924730720001754
SARS1,52,-38.136499999999906,-1.6874000000009808,11.589699999999874,-3.3452330399999877,-39.823900000000435,8.244466959999773,-31.57943304000112
SARS1,53,-30.985099999999985,-3.5645999999998565,12.251300000000079,-3.0935851199999984,-34.54970000000007,9.157714880000102,-25.39198511999951
SARS1,54,-34.12229999999986,-4.262800000001167,12.177099999999898,-3.20382792,-38.38510000000103,8.973272079999806,-29.411827920000086
SARS1,55,-33.56830000000013,-3.9271999999991856,12.894199999999925,-3.2202468000000084,-37.49550000000068,9.673953200000016,-27.821546800002707
SARS1,56,-32.543099999999924,-5.702999999999808,14.380100000000054,-3.291583680000005,-38.246099999999956,11.088516320000263,-27.15758368000037
SARS1,57,-31.85259999999986,-4.506299999999758,12.432999999999984,-2.91753936,-36.358900000000304,9.51546064000016,-26.843439360001277
SARS1,58,-32.79150000000017,-6.235500000000016,14.9957,-3.323765520000003,-39.02699999999905,11.671934479999912,-27.35506551999891
SARS1,59,-31.401199999999907,-6.627100000001004,15.16920000000001,-3.217480559999991,-38.028300000000456,11.951719439999877,-26.076580560001716
SARS1,60,-32.82890000000013,-7.595399999998733,15.327500000000118,-3.0644380799999955,-40.42429999999932,12.26306192000008,-28.161238079997425
SARS1,61,-29.54619999999997,-6.361899999998776,12.362700000000098,-2.927268720000003,-35.908099999998065,9.435431280000167,-26.47266871999699
SARS1,62,-32.404799999999824,-5.066299999998552,12.535800000000057,-3.1358772000000013,-37.47109999999837,9.399922800000105,-28.071177199998722
SARS1,63,-26.022800000000007,-4.878900000000197,11.419199999999922,-2.6655357600000014,-30.90170000000066,8.7536642399998,-22.148035760001093
SARS1,64,-30.397899999999872,-5.047299999999797,12.541600000000155,-3.16801656000001,-35.445200000000355,9.373583440000102,-26.071616560001388
SARS1,65,-29.66949999999985,-5.131600000001143,12.095000000000073,-2.860150320000003,-34.80110000000099,9.234849679999957,-25.56625032000217
SARS1,66,-28.441300000000076,-5.624599999999425,13.98839999999989,-3.1604018400000076,-34.06589999999973,10.827998159999826,-23.23790183999899
SARS1,67,-29.48110000000017,-3.268299999999293,10.315300000000004,-2.668327920000001,-32.749399999999234,7.646972080000138,-25.102427919997965
SARS1,68,-35.11340000000006,0.5101000000000155,7.829099999999876,-3.1084221600000044,-34.6033000000005,4.720677839999837,-29.88262216000021
SARS1,69,-32.139400000000045,3.110699999999369,6.319600000000042,-3.1977280799999983,-29.028700000000903,3.121871919999929,-25.906828080002335
SARS1,70,-29.121100000000055,1.3796000000001065,8.181899999999823,-3.1887662400000085,-27.741500000001086,4.993133759999921,-22.74836624000139
SARS1,71,-30.03489999999997,-6.687200000000054,12.326500000000037,-2.743727039999987,-36.72210000000162,9.582772959999872,-27.13932704000038
SARS1,72,-32.03029999999995,-5.040699999999859,13.433500000000079,-3.4670181600000003,-37.070999999999124,9.966481840000135,-27.10451815999967
SARS1,73,-30.767300000000056,-5.270200000000479,12.66740000000006,-3.1658680799999983,-36.03750000000099,9.501531920000048,-26.535968079999577
SARS1,74,-23.82039999999993,-5.90070000000037,10.960000000000013,-2.2972391999999986,-29.721100000000526,8.662760799999909,-21.058339199999025
SARS1,75,-32.67340000000012,-6.435899999998803,15.30109999999983,-3.2717807999999984,-39.109299999998015,12.029319199999945,-27.07998079999807
SARS1,76,-31.300200000000068,-2.2979999999999734,11.834300000000166,-3.145454640000003,-33.59819999999936,8.688845360000169,-24.909354640001013
SARS1,77,-27.415400000000183,-3.1228000000007583,10.058499999999864,-2.8655488800000057,-30.53820000000026,7.192951119999787,-23.345248879999787
SARS1,78,-29.733400000000092,-0.6061999999996424,8.015000000000057,-3.295039679999988,-30.339600000000644,4.719960320000062,-25.61963968000058
SARS1,79,-37.611600000000045,-3.721399999999953,12.529000000000018,-3.5829345600000053,-41.333000000001135,8.946065439999977,-32.38693456000025
SARS1,80,-19.09109999999995,1.0908000000002964,3.6711000000001643,-2.023902000000008,-18.000299999999655,1.6471980000001416,-16.35310200000019
SARS1,81,-22.03460000000006,-5.013300000000438,10.765900000000057,-2.6942904000000016,-27.047899999999814,8.07160960000019,-18.97629039999962
SARS1,82,-24.40779999999996,-8.572599999999117,15.058800000000124,-2.9399817599999998,-32.98039999999726,12.118818240000031,-20.861581759997456
SARS1,83,-27.124800000000015,-4.558000000000106,10.5949000000001,-2.444050800000006,-31.68279999999944,8.150849200000158,-23.53195079999746
SARS1,84,-26.934,-8.27339999999987,14.527499999999808,-2.743257600000003,-35.20739999999942,11.784242399999926,-23.423157599998575
SARS1,85,-24.45810000000005,-1.5487000000001352,8.835199999999988,-2.536444080000009,-26.006800000000414,6.298755919999886,-19.708044080003027
SARS1,86,-22.102200000000032,-1.7165000000016981,7.101600000000014,-2.1173724000000003,-23.818700000000824,4.98422760000007,-18.834472400002802
SARS1,87,-26.052899999999877,-1.4080000000004702,6.6611999999999,-2.4911661599999992,-27.460900000000347,4.170033839999972,-23.290866160002423
SARS1,88,-18.193000000000133,-0.36739999999930006,4.6164000000001355,-2.0075140799999915,-18.560399999999206,2.60888592000013,-15.951514079999306
SARS1,89,-33.0714999999999,0.5560000000007292,9.311599999999904,-3.2035032000000023,-32.515499999998035,6.108096799999775,-26.407403199998484
SARS1,90,-37.00830000000014,-1.7043000000007176,10.334399999999814,-3.415242960000001,-38.712600000001316,6.9191570399996785,-31.79344296000209
SARS1,91,-34.897499999999944,-2.6758000000013453,11.014399999999922,-3.2731185599999963,-37.57330000000174,7.741281439999918,-29.832018560003185
SARS1,92,-35.27420000000005,-5.141200000001049,14.18250000000001,-3.301508879999997,-40.41539999999996,10.88099111999997,-29.534408879997947
SARS1,93,-33.11260000000007,-6.670399999999923,14.502800000000102,-2.989481760000008,-39.783000000001586,11.513318240000102,-28.269681760001944
SARS1,94,-32.40579999999998,-2.916100000001329,10.450299999999928,-3.1380875999999938,-35.32190000000131,7.312212399999728,-28.009687599999985
SARS1,95,-20.84269999999983,-0.9122999999990498,7.160500000000015,-2.3923252800000068,-21.754999999998653,4.768174719999831,-16.986825279997007
SARS1,96,-25.326900000000126,-0.8907999999999205,6.977800000000055,-2.5652786400000016,-26.217700000000047,4.412521360000145,-21.805178640000356
SARS1,97,-28.19090000000005,-0.6162000000008554,7.285299999999873,-2.4887772000000097,-28.807099999999995,4.796522799999764,-24.01057719999909
SARS1,98,-30.71629999999992,-1.3227999999988107,9.562000000000106,-2.781843119999994,-32.039099999998726,6.780156880000126,-25.258943119998598
SARS1,99,-27.308200000000216,3.035999999999923,6.749600000000083,-3.2328331199999933,-24.272199999999156,3.5167668800001035,-20.755433119999964
NL63,0,-34.1033999999999,-4.012099999999606,10.439599999999945,-3.1312850399999963,-38.11549999999916,7.308314959999786,-30.80718503999892
NL63,1,-40.403600000000054,-7.0167999999999715,14.960400000000092,-3.7469131199999968,-47.42040000000036,11.213486880000117,-36.20691311999956
